id,songId,artistId
1,11,785
2,426,1763
3,596,99
4,805,330
5,1341,1870
6,1469,40
7,1555,3
8,1556,3
9,1641,44
10,1689,46
11,1851,1
12,1878,1763
13,1895,3
14,1976,6
15,2134,9
16,2149,12
17,2163,14
18,2164,15
19,2165,15
20,2166,14
21,2199,17
22,2498,20
23,2518,24
24,2522,26
25,2526,14
26,2529,14
27,2552,28
28,2625,32
29,2926,14
30,3020,53
31,3067,51
32,3232,61
33,3358,547
34,3460,1763
35,3505,6
36,3647,367
37,3980,105
38,4113,776
39,4269,15
40,4270,15
41,4359,326
42,4437,82
43,4506,14
44,4526,188
45,4609,4
46,4610,4
47,4759,199
48,5257,570
49,5289,121
50,5575,833
51,5591,334
52,5837,1763
53,5888,22
54,5892,31
55,5909,3
56,6305,21
57,6689,323
58,6893,22
59,7073,1109
60,7263,1224
61,7531,152
62,7589,89
63,7605,184
64,7609,200
65,7669,131
66,7680,6
67,7734,905
68,8111,334
69,8312,135
70,8313,1763
71,8583,14
72,8751,3
73,8784,992
74,8961,1109
75,9405,750
76,9406,4
77,9487,155
78,9505,15
79,9524,160
80,9542,162
81,9543,164
82,9551,165
83,9555,166
84,9558,168
85,9564,170
86,9573,135
87,9578,174
88,9586,176
89,9590,170
90,9603,178
91,9604,179
92,9605,180
93,9626,183
94,9632,184
95,9646,186
96,9655,188
97,9659,189
98,9661,64
99,9685,166
100,9690,193
101,9694,178
102,9712,196
103,9741,133
104,9742,133
105,9766,199
106,9793,202
107,9800,11
108,9802,203
109,9805,204
110,9806,205
111,9819,206
112,9820,209
113,9834,6
114,9839,99
115,9846,22
116,9867,212
117,9873,214
118,9877,216
119,9879,218
120,9882,221
121,9900,222
122,9902,224
123,9904,226
124,9905,227
125,9907,99
126,9914,230
127,9922,189
128,9934,59
129,9947,233
130,9949,236
131,9960,238
132,9962,239
133,9965,242
134,9983,244
135,9991,245
136,9995,10
137,10003,248
138,10015,249
139,10017,172
140,10020,252
141,10025,255
142,10032,77
143,10035,51
144,10036,258
145,10041,259
146,10043,260
147,10049,257
148,10052,261
149,10058,264
150,10068,266
151,10070,268
152,10073,68
153,10074,6
154,10075,26
155,10076,272
156,10081,105
157,10101,274
158,10102,276
159,10107,152
160,10111,204
161,10127,279
162,10134,280
163,10137,282
164,10140,283
165,10141,283
166,10158,285
167,10169,286
168,10171,287
169,10173,4
170,10174,172
171,10179,274
172,10185,6
173,10243,292
174,10246,294
175,10253,295
176,10258,297
177,10259,299
178,10262,300
179,10266,105
180,10274,302
181,10284,304
182,10294,305
183,10295,307
184,10296,309
185,10305,16
186,10335,312
187,10342,314
188,10353,317
189,10354,1919
190,10360,320
191,10371,321
192,10378,323
193,10425,3
194,10439,326
195,10440,299
196,10448,329
197,10453,330
198,10477,83
199,10478,332
200,10489,333
201,10501,334
202,10514,299
203,10516,82
204,10519,166
205,10531,337
206,10541,338
207,10547,248
208,10568,340
209,10600,342
210,10608,343
211,10616,344
212,10635,344
213,10637,244
214,10640,242
215,10643,420
216,10648,304
217,10652,434
218,10675,172
219,10678,335
220,10688,121
221,10693,121
222,10698,22
223,10704,380
224,10719,1624
225,10725,274
226,10746,345
227,10750,346
228,10767,349
229,10783,351
230,10789,326
231,10792,300
232,10798,354
233,10808,257
234,10810,416
235,10815,356
236,10819,358
237,10831,17
238,10835,360
239,10843,362
240,10856,363
241,10872,365
242,10876,24
243,10879,304
244,10883,242
245,10886,166
246,10887,368
247,10919,347
248,10926,22
249,10931,1763
250,10933,162
251,10934,51
252,10935,248
253,10936,1467
254,10941,337
255,10957,629
256,10998,61
257,11016,131
258,11038,878
259,11066,1023
260,11070,155
261,11098,131
262,11102,61
263,11108,3
264,11119,518
265,11123,275
266,11127,204
267,11134,166
268,11135,248
269,11144,1275
270,11145,459
271,11155,337
272,11157,189
273,11163,1026
274,11164,1050
275,11166,344
276,11175,504
277,11186,1113
278,11191,330
279,11227,112
280,11244,372
281,11262,189
282,11272,376
283,11282,377
284,11289,378
285,11291,304
286,11295,380
287,11342,179
288,11346,383
289,11371,384
290,11381,22
291,11441,386
292,11451,170
293,11463,388
294,11471,389
295,11479,390
296,11483,392
297,11491,314
298,11503,3
299,11521,333
300,11528,16
301,11567,121
302,11570,394
303,11574,172
304,11575,3
305,11583,174
306,11611,46
307,11616,395
308,11641,115
309,11644,396
310,11665,397
311,11694,244
312,11731,121
313,11752,269
314,11781,203
315,11786,22
316,11799,403
317,11802,404
318,11813,208
319,11816,405
320,11817,405
321,11818,405
322,11822,51
323,11840,410
324,11841,189
325,11843,412
326,11850,415
327,11857,193
328,11860,61
329,11865,186
330,11868,59
331,11869,326
332,11870,416
333,11871,375
334,11873,138
335,11874,51
336,11877,868
337,11880,250
338,11883,1493
339,11884,189
340,11887,51
341,11891,59
342,11894,346
343,11914,1843
344,11918,51
345,11939,417
346,11963,416
347,11965,405
348,11972,257
349,11990,418
350,11994,504
351,11995,416
352,11996,377
353,11997,61
354,12000,416
355,12001,1505
356,12009,948
357,12013,118
358,12023,375
359,12023,257
360,12029,17
361,12030,419
362,12036,420
363,12044,384
364,12045,89
365,12046,231
366,12047,344
367,12048,309
368,12049,424
369,12050,82
370,12052,48
371,12053,417
372,12054,427
373,12055,429
374,12056,1326
375,12057,204
376,12058,274
377,12062,208
378,12063,416
379,12064,432
380,12066,503
381,12068,217
382,12069,109
383,12070,135
384,12071,1984
385,12072,317
386,12074,434
387,12075,197
388,12076,337
389,12077,428
390,12079,212
391,12080,314
392,12081,1436
393,12082,89
394,12083,1492
395,12085,416
396,12086,517
397,12087,400
398,12088,405
399,12089,231
400,12090,383
401,12091,442
402,12092,444
403,12093,105
404,12110,446
405,12144,1023
406,12150,304
407,12160,344
408,12191,447
409,12196,449
410,12198,365
411,12211,330
412,12262,3
413,12268,103
414,12307,451
415,12313,203
416,12317,159
417,12322,403
418,12339,1436
419,12400,1113
420,12434,18
421,12489,28
422,12536,269
423,12549,1109
424,12574,47
425,12586,452
426,12609,17
427,12647,89
428,12649,3
429,12663,455
430,12666,1197
431,12767,457
432,12772,339
433,12775,112
434,12788,629
435,12840,105
436,12841,155
437,12846,183
438,12857,903
439,12865,121
440,12868,27
441,12874,416
442,12890,458
443,12897,242
444,12911,59
445,12925,459
446,12926,333
447,12929,112
448,12940,403
449,12964,948
450,12973,504
451,12975,334
452,13007,172
453,13010,170
454,13011,462
455,13017,257
456,13020,504
457,13022,420
458,13025,121
459,13036,346
460,13037,1216
461,13048,463
462,13050,170
463,13077,17
464,13082,346
465,13089,54
466,13090,99
467,13104,465
468,13111,1798
469,13113,51
470,13127,346
471,13130,257
472,13136,1386
473,13150,334
474,13155,405
475,13157,21
476,13164,3
477,13171,434
478,13177,433
479,13178,268
480,13186,416
481,13192,416
482,13194,99
483,13210,464
484,13212,361
485,13220,244
486,13224,202
487,13239,178
488,13249,468
489,13257,155
490,13259,174
491,13286,1417
492,13289,82
493,13290,1190
494,13297,3
495,13298,365
496,13300,188
497,13308,471
498,13309,220
499,13320,703
500,13322,472
501,13323,473
502,13324,474
503,13330,475
504,13333,428
505,13337,54
506,13338,54
507,13344,61
508,13354,479
509,13390,482
510,13393,220
511,13430,483
512,13437,59
513,13442,257
514,13455,248
515,13459,344
516,13470,3
517,13472,22
518,13474,416
519,13475,257
520,13477,484
521,13482,189
522,13505,162
523,13507,416
524,13547,486
525,13574,488
526,13581,337
527,13582,259
528,13591,189
529,13601,189
530,13612,152
531,13668,59
532,13674,491
533,13686,365
534,13688,493
535,13690,131
536,13708,495
537,13739,496
538,13741,22
539,13742,22
540,13750,497
541,13764,89
542,13768,26
543,13781,99
544,13785,377
545,13791,502
546,13792,503
547,13794,505
548,13795,314
549,13796,508
550,13797,509
551,13798,11
552,13800,203
553,13801,455
554,13802,512
555,13803,512
556,13804,513
557,13805,514
558,13806,515
559,13807,403
560,13808,1436
561,13809,104
562,13810,516
563,13811,305
564,13813,17
565,13814,1152
566,13815,518
567,13816,1873
568,13817,4
569,13818,4
570,13819,479
571,13820,566
572,13821,166
573,13822,224
574,13822,112
575,13822,521
576,13823,522
577,13824,268
578,13825,268
579,13826,523
580,13827,524
581,13828,2313
582,13829,526
583,13830,527
584,13831,527
585,13832,528
586,13833,530
587,13834,531
588,13835,1873
589,13836,169
590,13837,77
591,13839,268
592,13841,532
593,13842,533
594,13844,536
595,13845,92
596,13846,537
597,13847,539
598,13848,540
599,13849,133
600,13850,541
601,13855,1918
602,13856,1918
603,13857,1918
604,13858,543
605,13860,1651
606,13861,547
607,13862,26
608,13863,1710
609,13864,548
610,13865,549
611,13866,550
612,13867,551
613,13868,552
614,13869,120
615,13870,269
616,13872,554
617,13873,555
618,13874,556
619,13875,170
620,13876,10
621,13877,557
622,13878,558
623,13880,78
624,13881,489
625,13882,562
626,13883,563
627,13884,497
628,13885,455
629,13886,564
630,13887,924
631,13887,172
632,13887,21
633,13888,325
634,13889,173
635,13890,173
636,13891,1870
637,13892,523
638,13893,565
639,13895,131
640,13895,326
641,13896,566
642,13897,417
643,13898,567
644,13899,188
645,13900,212
646,13901,1120
647,13902,304
648,13903,428
649,13904,1873
650,13906,568
651,13907,569
652,13908,16
653,13909,197
654,13910,570
655,13911,571
656,13913,29
657,13914,572
658,13915,573
659,13917,261
660,13918,691
661,13919,3
662,13920,547
663,13922,326
664,13922,661
665,13923,449
666,13924,574
667,13925,575
668,13926,1191
669,13927,576
670,13928,1657
671,13930,133
672,13931,337
673,13932,376
674,13933,376
675,13937,105
676,13938,508
677,13939,233
678,13940,1112
679,13943,1008
680,13945,1439
681,13946,631
682,13947,2074
683,13948,1339
684,13951,613
685,13952,1870
686,13953,153
687,13954,1393
688,13955,512
689,13957,2064
690,13958,377
691,13965,302
692,13966,216
693,13968,1505
694,13970,4
695,13970,830
696,13970,1162
697,13971,830
698,13972,1872
699,13973,3
700,13976,99
701,13977,64
702,13978,1171
703,13979,282
704,13981,1452
705,13983,31
706,13984,77
707,13985,1224
708,13986,54
709,13987,268
710,13989,268
711,13990,268
712,13991,268
713,13997,525
714,13998,1044
715,14000,1601
716,14002,455
717,14003,434
718,14004,570
719,14005,426
720,14006,118
721,14010,1343
722,14011,304
723,14014,1918
724,14016,577
725,14017,578
726,14018,1615
727,14019,289
728,14021,113
729,14022,444
730,14023,525
731,14024,547
732,14025,4
733,14026,3
734,14027,865
735,14028,517
736,14029,417
737,14030,579
738,14031,532
739,14032,580
740,14033,581
741,14034,582
742,14035,583
743,14036,623
744,14037,1044
745,14038,479
746,14040,584
747,14041,304
748,14042,1870
749,14043,570
750,14044,585
751,14045,586
752,14046,54
753,14047,587
754,14048,220
755,14049,588
756,14050,528
757,14051,589
758,14054,590
759,14055,776
760,14056,591
761,14057,592
762,14058,593
763,14061,40
764,14062,547
765,14063,172
766,14064,304
767,14065,594
768,14066,388
769,14067,595
770,14068,403
771,14069,596
772,14070,1301
773,14071,1301
774,14072,417
775,14073,597
776,14076,120
777,14077,18
778,14078,598
779,14080,257
780,14082,530
781,14083,1075
782,14084,599
783,14085,221
784,14086,600
785,14087,254
786,14089,280
787,14090,117
788,14091,248
789,14092,570
790,14094,601
791,14095,16
792,14096,18
793,14097,105
794,14098,289
795,14099,18
796,14100,602
797,14102,260
798,14103,362
799,14104,304
800,14104,2283
801,14105,603
802,14106,604
803,14107,330
804,14109,605
805,14110,606
806,14111,1308
807,14112,551
808,14113,455
809,14114,203
810,14115,2307
811,14116,607
812,14117,1932
813,14122,304
814,14123,49
815,14125,304
816,14126,418
817,14127,660
818,14131,255
819,14132,608
820,14133,10
821,14135,609
822,14136,89
823,14138,2165
824,14139,610
825,14140,233
826,14141,94
827,14142,1075
828,14143,611
829,14144,186
830,14145,612
831,14146,255
832,14147,613
833,14148,196
834,14149,614
835,14151,330
836,14152,459
837,14153,578
838,14154,497
839,14155,615
840,14156,220
841,14157,224
842,14159,616
843,14160,304
844,14162,859
845,14163,617
846,14164,618
847,14165,489
848,14167,619
849,14169,620
850,14170,621
851,14171,64
852,14173,622
853,14174,623
854,14175,311
855,14176,624
856,14177,625
857,14178,626
858,14179,18
859,14180,118
860,14181,89
861,14183,627
862,14184,372
863,14186,628
864,14188,14
865,14189,16
866,14190,1964
867,14190,2165
868,14190,10
869,14191,49
870,14192,180
871,14193,2151
872,14194,1870
873,14195,93
874,14196,1766
875,14198,1328
876,14199,611
877,14200,1275
878,14201,49
879,14202,266
880,14203,198
881,14205,1502
882,14206,2339
883,14207,49
884,14208,36
885,14209,570
886,14211,611
887,14212,2034
888,14214,735
889,14215,810
890,14216,428
891,14218,428
892,14219,1113
893,14222,77
894,14224,497
895,14225,455
896,14226,1502
897,14228,254
898,14229,668
899,14230,1024
900,14231,455
901,14232,64
902,14235,629
903,14237,428
904,14238,330
905,14240,1306
906,14241,779
907,14242,224
908,14243,2113
909,14244,1439
910,14245,1781
911,14246,1070
912,14247,1870
913,14248,1870
914,14249,630
915,14250,330
916,14251,631
917,14252,632
918,14253,245
919,14254,633
920,14255,578
921,14256,570
922,14257,634
923,14259,105
924,14261,121
925,14262,165
926,14263,165
927,14264,1134
928,14265,598
929,14267,1358
930,14268,49
931,14271,59
932,14272,155
933,14273,87
934,14274,289
935,14275,400
936,14277,109
937,14281,49
938,14282,10
939,14283,636
940,14284,455
941,14285,126
942,14286,637
943,14287,459
944,14288,1870
945,14289,476
946,14290,516
947,14291,331
948,14293,779
949,14294,372
950,14295,31
951,14296,638
952,14297,183
953,14298,639
954,14299,99
955,14300,476
956,14301,555
957,14302,49
958,14303,640
959,14304,632
960,14307,176
961,14308,17
962,14308,518
963,14309,770
964,14311,641
965,14313,244
966,14314,434
967,14315,642
968,14316,483
969,14317,233
970,14318,458
971,14319,643
972,14320,61
973,14321,1402
974,14324,121
975,14326,1870
976,14328,31
977,14329,644
978,14330,645
979,14331,266
980,14333,18
981,14334,18
982,14335,1873
983,14336,340
984,14337,76
985,14338,646
986,14339,77
987,14342,1402
988,14343,3
989,14344,584
990,14346,896
991,14347,18
992,14348,105
993,14350,28
994,14353,6
995,14354,647
996,14357,648
997,14359,584
998,14360,400
999,14361,102
1000,14362,649
1001,14363,650
1002,14364,1873
1003,14366,2074
1004,14368,651
1005,14369,17
1006,14370,17
1007,14371,1783
1008,14373,652
1009,14374,653
1010,14375,244
1011,14376,625
1012,14377,176
1013,14378,1299
1014,14380,49
1015,14381,2123
1016,14382,654
1017,14383,655
1018,14384,483
1019,14386,656
1020,14389,49
1021,14390,203
1022,14391,188
1023,14392,1958
1024,14395,524
1025,14396,428
1026,14397,657
1027,14398,1306
1028,14399,3
1029,14400,3
1030,14401,1870
1031,14402,658
1032,14403,49
1033,14404,49
1034,14405,659
1035,14406,660
1036,14407,1960
1037,14408,548
1038,14409,629
1039,14411,551
1040,14412,1070
1041,14413,112
1042,14414,11
1043,14415,547
1044,14416,10
1045,14417,1527
1046,14418,1063
1047,14419,203
1048,14420,38
1049,14421,661
1050,14422,38
1051,14423,38
1052,14424,1070
1053,14425,662
1054,14426,289
1055,14427,289
1056,14428,10
1057,14429,663
1058,14430,664
1059,14431,2210
1060,14433,302
1061,14436,665
1062,14437,64
1063,14439,172
1064,14440,666
1065,14442,667
1066,14446,937
1067,14447,143
1068,14448,1335
1069,14449,668
1070,14452,669
1071,14453,670
1072,14455,1776
1073,14456,671
1074,14457,502
1075,14458,470
1076,14459,204
1077,14460,1873
1078,14461,342
1079,14462,299
1080,14463,261
1081,14464,672
1082,14465,968
1083,14466,673
1084,14467,66
1085,14468,674
1086,14469,129
1087,14470,810
1088,14471,570
1089,14472,304
1090,14473,675
1091,14474,676
1092,14476,667
1093,14477,302
1094,14478,677
1095,14479,678
1096,14480,679
1097,14481,896
1098,14482,82
1099,14483,680
1100,14484,3
1101,14485,625
1102,14486,323
1103,14487,580
1104,14488,580
1105,14489,681
1106,14491,625
1107,14492,682
1108,14493,314
1109,14494,570
1110,14495,99
1111,14496,683
1112,14497,684
1113,14498,685
1114,14499,304
1115,14500,1402
1116,14501,29
1117,14502,687
1118,14503,691
1119,14504,693
1120,14505,695
1121,14506,696
1122,14507,697
1123,14508,115
1124,14509,547
1125,14510,700
1126,14511,701
1127,14512,1986
1128,14513,471
1129,14515,702
1130,14516,703
1131,14517,705
1132,14520,443
1133,14521,329
1134,14522,708
1135,14523,668
1136,14524,1418
1137,14525,94
1138,14526,94
1139,14527,49
1140,14528,64
1141,14529,483
1142,14530,711
1143,14532,570
1144,14533,712
1145,14534,896
1146,14535,713
1147,14536,714
1148,14537,715
1149,14538,49
1150,14539,716
1151,14540,717
1152,14541,17
1153,14543,667
1154,14544,525
1155,14545,718
1156,14546,719
1157,14549,570
1158,14550,525
1159,14552,49
1160,14555,721
1161,14557,59
1162,14558,120
1163,14561,722
1164,14562,70
1165,14563,723
1166,14564,349
1167,14565,49
1168,14566,342
1169,14567,725
1170,14569,726
1171,14570,459
1172,14571,441
1173,14572,570
1174,14573,727
1175,14574,727
1176,14575,667
1177,14576,449
1178,14578,418
1179,14579,489
1180,14580,730
1181,14581,518
1182,14583,731
1183,14586,255
1184,14587,516
1185,14588,516
1186,14589,732
1187,14590,733
1188,14591,570
1189,14592,570
1190,14593,570
1191,14595,48
1192,14596,672
1193,14597,737
1194,14598,738
1195,14599,739
1196,14600,741
1197,14601,742
1198,14602,743
1199,14603,745
1200,14604,746
1201,14606,747
1202,14607,748
1203,14608,678
1204,14609,749
1205,14610,750
1206,14611,751
1207,14612,752
1208,14614,753
1209,14616,754
1210,14617,612
1211,14618,323
1212,14619,756
1213,14620,757
1214,14621,758
1215,14622,759
1216,14625,1439
1217,14633,459
1218,14634,660
1219,14635,455
1220,14636,193
1221,14637,227
1222,14638,656
1223,14640,6
1224,14641,6
1225,14642,631
1226,14644,155
1227,14645,530
1228,14646,31
1229,14647,780
1230,14647,22
1231,14649,1100
1232,14650,1100
1233,14652,2114
1234,14653,1048
1235,14654,632
1236,14658,1870
1237,14659,2034
1238,14663,470
1239,14664,550
1240,14665,548
1241,14666,49
1242,14667,1349
1243,14668,429
1244,14672,667
1245,14673,779
1246,14676,2074
1247,14682,1308
1248,14684,723
1249,14686,304
1250,14687,424
1251,14688,1581
1252,14692,49
1253,14694,497
1254,14695,255
1255,14696,1926
1256,14697,82
1257,14698,1145
1258,14704,1047
1259,14705,302
1260,14706,105
1261,14707,105
1262,14708,442
1263,14710,1679
1264,14712,532
1265,14715,49
1266,14716,376
1267,14719,760
1268,14720,761
1269,14721,350
1270,14722,762
1271,14723,764
1272,14724,765
1273,14725,28
1274,14726,767
1275,14729,49
1276,14730,49
1277,14731,455
1278,14732,188
1279,14733,770
1280,14734,770
1281,14735,774
1282,14736,632
1283,14737,1418
1284,14738,775
1285,14739,489
1286,14740,776
1287,14741,777
1288,14742,99
1289,14743,204
1290,14744,525
1291,14745,325
1292,14746,779
1293,14747,3
1294,14748,22
1295,14749,49
1296,14750,781
1297,14752,782
1298,14753,782
1299,14754,198
1300,14754,783
1301,14755,584
1302,14756,784
1303,14757,785
1304,14758,786
1305,14759,598
1306,14761,253
1307,14762,656
1308,14763,788
1309,14764,789
1310,14765,790
1311,14766,791
1312,14767,112
1313,14768,212
1314,14769,365
1315,14770,49
1316,14771,792
1317,14772,49
1318,14773,793
1319,14774,326
1320,14775,244
1321,14776,794
1322,14777,49
1323,14778,193
1324,14779,795
1325,14780,796
1326,14781,797
1327,14782,668
1328,14783,49
1329,14784,3
1330,14786,798
1331,14787,799
1332,14789,117
1333,14790,1439
1334,14792,752
1335,14794,801
1336,14795,803
1337,14796,804
1338,14797,555
1339,14798,196
1340,14799,805
1341,14800,806
1342,14801,808
1343,14802,77
1344,14803,809
1345,14804,170
1346,14805,260
1347,14806,811
1348,14807,27
1349,14808,813
1350,14809,814
1351,14810,660
1352,14811,815
1353,14812,817
1354,14813,785
1355,14814,455
1356,14815,64
1357,14816,255
1358,14817,818
1359,14818,700
1360,14819,819
1361,14820,49
1362,14821,527
1363,14822,723
1364,14823,625
1365,14824,820
1366,14825,821
1367,14826,252
1368,14827,242
1369,14829,121
1370,14830,827
1371,14831,828
1372,14832,829
1373,14834,365
1374,14835,302
1375,14836,830
1376,14837,831
1377,14838,112
1378,14839,833
1379,14840,833
1380,14841,693
1381,14842,834
1382,14843,835
1383,14844,125
1384,14846,304
1385,14847,245
1386,14848,836
1387,14849,547
1388,14850,838
1389,14851,839
1390,14852,64
1391,14853,840
1392,14854,841
1393,14855,842
1394,14856,843
1395,14857,455
1396,14858,833
1397,14859,723
1398,14861,846
1399,14862,525
1400,14863,570
1401,14864,848
1402,14865,849
1403,14866,475
1404,14867,3
1405,14869,212
1406,14870,853
1407,14871,1171
1408,14872,854
1409,14873,752
1410,14874,1232
1411,14876,61
1412,14881,131
1413,14882,1069
1414,14883,707
1415,14884,855
1416,14885,856
1417,14886,857
1418,14887,858
1419,14888,859
1420,14890,862
1421,14891,99
1422,14893,864
1423,14894,865
1424,14895,571
1425,14896,268
1426,14898,868
